346,312,350,288,422,299,419,322
347,313,350,288,426,297,423,321
347,313,350,288,426,297,423,322
348,313,351,288,426,296,423,321
348,312,351,287,427,296,424,321
342,309,347,279,426,292,421,322
342,309,347,279,426,292,421,322
342,309,347,279,426,292,421,322
342,309,347,279,426,291,421,321
342,309,347,279,426,291,421,321
342,309,347,278,425,290,420,321
341,308,346,278,425,290,420,320
341,308,346,278,425,290,420,320
338,307,342,275,430,285,426,317
338,307,342,275,430,285,426,317
336,303,343,269,430,286,424,319
337,302,343,269,430,286,424,318
336,301,343,268,430,286,423,319
337,301,343,268,431,285,425,318
338,301,344,267,431,284,425,317
333,302,340,264,432,281,425,319
333,302,340,264,432,281,425,319
333,301,340,264,432,280,425,318
333,301,340,263,431,280,424,318
333,300,340,263,431,280,424,317
333,300,340,263,431,280,424,317
332,300,339,263,431,281,424,318
333,300,340,263,431,280,424,318
332,294,341,261,428,284,419,317
332,294,341,261,427,285,419,317
332,293,341,261,427,284,418,316
332,293,341,261,427,284,418,316
335,296,342,264,425,284,417,315
335,296,342,264,425,284,417,315
335,296,343,264,425,284,417,315
336,295,343,264,425,283,418,314
336,295,343,264,426,283,419,314
335,295,343,263,426,283,418,314
331,292,340,259,425,281,416,315
331,292,340,259,425,281,416,315
331,292,340,259,425,281,416,315
331,292,340,259,425,281,416,315
332,292,340,259,425,281,416,314
332,292,340,259,425,281,417,314
335,296,341,259,429,273,423,310
335,296,341,259,429,273,423,310
335,295,341,259,428,272,423,308
336,296,341,259,428,271,423,308
337,295,342,258,428,271,423,307
336,296,342,259,429,273,423,309
336,296,342,259,429,273,423,309
336,296,342,259,429,272,424,309
336,296,342,259,429,272,424,309
337,296,342,259,429,270,425,306
332,291,338,249,435,263,429,305
332,291,338,249,435,263,429,304
333,290,339,249,436,262,431,303
334,290,339,249,437,261,432,302
334,290,339,248,438,260,433,301
334,289,339,248,438,260,433,301
334,289,339,248,439,260,434,301
339,292,342,248,441,255,438,298
339,292,342,248,441,255,438,298
339,292,342,248,440,255,437,298
339,291,342,248,440,255,437,297
339,291,341,248,440,254,437,297
339,292,341,248,440,253,438,296
337,291,340,247,439,253,436,296
338,291,340,247,439,253,436,296
335,285,341,243,432,256,426,299
335,285,341,243,432,256,426,299
335,285,341,243,432,256,426,299
334,285,341,242,432,256,425,299
335,285,341,242,432,255,426,299
335,284,341,242,431,255,425,298
335,288,339,241,437,250,433,297
335,288,339,241,437,250,433,297
333,287,338,240,437,250,432,297
333,287,338,240,436,251,431,298
333,287,338,240,435,251,430,297
333,287,338,239,435,249,430,297
329,281,338,235,431,253,421,299
329,281,338,235,431,253,421,299
329,281,338,235,431,253,421,299
329,281,338,235,431,253,421,299
329,281,338,235,431,253,422,300
330,288,333,239,432,247,428,295
330,288,333,239,432,247,428,295
330,288,333,239,432,246,429,295
330,288,333,239,432,246,429,295
329,287,334,237,432,246,428,296
331,285,337,235,432,246,426,296
332,284,338,234,433,246,427,296
332,284,338,234,433,246,427,296
332,283,338,234,433,245,427,295
333,283,339,233,433,245,427,295
333,283,339,233,433,245,427,295
332,283,339,233,432,245,426,295
332,282,338,233,432,245,426,295
328,278,337,228,436,246,426,297
328,278,337,228,436,246,426,297
327,278,336,228,436,247,426,297
327,278,337,228,436,247,426,297
327,277,337,228,436,247,426,297
322,270,337,221,434,250,419,300
322,270,337,221,434,250,419,300
322,269,338,220,434,251,418,300
322,270,338,221,434,251,418,300
321,269,337,220,433,251,418,300
321,269,336,221,433,251,417,300
321,269,337,221,432,252,416,300
320,269,335,221,431,251,416,299
323,267,339,217,432,247,416,297
322,267,338,217,431,247,415,297
