292,293,297,268,376,284,371,309
290,292,296,268,375,285,370,309
291,292,296,268,375,284,370,308
291,293,295,268,374,283,370,307
291,291,295,267,374,281,370,305
291,289,295,266,375,280,371,303
290,293,294,266,372,276,368,303
291,293,294,266,371,275,368,302
291,292,294,265,372,274,369,301
291,292,294,264,372,272,369,299
291,289,294,262,373,270,370,297
290,289,293,261,373,268,370,296
293,264,378,261,379,291,294,294
293,264,378,261,379,291,294,294
293,264,378,262,379,292,294,293
292,264,377,262,378,292,293,293
291,264,376,262,377,292,292,293
291,264,375,262,376,292,292,293
290,264,375,262,376,292,291,293
290,264,374,262,375,292,291,293
280,290,283,249,379,256,376,297
280,290,283,249,379,256,376,297
279,290,282,249,379,256,376,297
279,291,282,249,377,255,375,296
279,289,282,248,377,255,374,296
278,289,281,248,375,255,372,296
278,289,282,248,374,256,371,296
281,289,284,246,375,251,373,294
281,289,284,246,375,251,373,294
281,289,284,246,375,251,373,294
282,288,284,246,375,251,373,293
282,288,284,246,374,251,372,293
280,288,283,244,374,250,371,293
281,288,283,245,374,250,372,293
276,284,282,239,374,250,369,295
272,275,284,227,375,250,363,297
267,270,281,224,375,253,362,298
268,269,281,224,375,252,362,297
268,269,281,224,376,252,363,297
268,268,281,223,376,252,363,297
268,267,282,223,377,251,364,296
268,264,282,222,377,254,363,296
270,266,282,222,379,250,366,293
268,261,282,221,376,254,362,294
268,259,284,223,369,261,353,297
267,258,284,223,368,261,352,296
267,258,283,223,367,262,351,296
267,257,283,223,367,262,351,296
265,257,281,223,366,262,351,296
265,257,281,223,366,262,351,296
265,256,282,222,366,263,350,296
266,256,281,223,366,262,351,295
267,256,282,223,366,262,350,295
266,255,282,222,366,262,350,295
267,255,282,223,366,263,350,295
266,255,282,222,365,263,349,296
266,254,282,222,365,263,349,295
265,254,281,222,364,263,348,295
265,254,281,222,364,263,349,295
265,255,280,222,364,262,349,295
266,256,282,221,367,257,352,293
266,255,282,221,366,258,351,293
266,255,282,220,366,258,350,292
266,255,281,220,366,257,350,292
266,256,281,221,366,257,351,292
266,255,281,221,365,257,350,292
266,254,281,220,364,257,349,292
266,254,282,219,365,256,349,291
267,255,281,220,365,255,350,290
267,254,282,220,365,256,350,290
266,253,282,218,365,255,349,290
267,253,282,219,365,255,350,290
264,250,280,216,363,257,347,291
